"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","311","Simple Test","","Wed Nov 06 17:20:39 GMT 2024","passed","Wed Nov 06 17:20:40 GMT 2024","","StepTest","com.example.spock.StepTest","Simple Test"
